GeneId,Chr,Start,End,Strand,Length,Cp1,Cp2,Cp3,Cm1,Cm2,Cm3,WT1,WT2,WT3,dL1,dL3
RBAM_010610,NC_009725.1,1042030,1042398,+,369,216,374,467,232,287,633,354,669,318,180,386
RBAM_010620,NC_009725.1,1042425,1042796,+,372,218,286,318,258,268,540,423,640,307,177,375
RBAM_010630,NC_009725.1,1042919,1043428,+,510,15,21,34,20,36,65,34,71,34,8,43
yrpD_RBAM_010640,NC_009725.1,1043657,1044370,-,714,8216,10466,6697,8044,9106,7925,14665,12055,10826,2695,9737
yhjA_RBAM_010650,NC_009725.1,1044563,1044832,+,270,298,264,203,136,131,154,249,307,161,65,204
RBAM_010660,NC_009725.1,1044847,1045182,-,336,1044,1843,1809,649,965,2434,1295,3053,1435,583,1574
yhjB_RBAM_010670,NC_009725.1,1045224,1046693,-,1470,51,131,111,103,132,167,223,260,124,76,184
yhjC_RBAM_010680,NC_009725.1,1046690,1046890,-,201,6,14,23,7,15,19,20,37,8,4,15
yhjD_RBAM_010690,NC_009725.1,1047011,1047370,-,360,369,333,465,148,255,669,172,688,232,181,332
yhjE_RBAM_010700,NC_009725.1,1047523,1048149,+,627,136,225,104,77,109,124,168,315,108,42,129
sipV_RBAM_010710,NC_009725.1,1048146,1048661,+,516,117,115,99,45,69,112,102,163,94,16,79
yhjG_RBAM_010720,NC_009725.1,1048809,1050287,+,1479,4,9,6,5,4,3,11,9,7,3,4
yhjH_RBAM_010730,NC_009725.1,1050376,1050897,+,522,55,101,99,33,39,130,63,172,61,14,62
yhjN_RBAM_010740,NC_009725.1,1050934,1052091,-,1158,32,113,72,17,17,53,50,72,24,7,34
blt_RBAM_010750,NC_009725.1,1052259,1053455,-,1197,61,104,80,105,123,177,202,309,102,55,144
RBAM_010760,NC_009725.1,1053471,1054091,-,621,137,174,194,136,201,278,260,486,220,109,274
yhjR_RBAM_010770,NC_009725.1,1054342,1054851,-,510,27,22,20,47,39,51,53,78,37,28,71
ydfS_RBAM_010780,NC_009725.1,1054920,1055633,-,714,67,119,52,87,81,92,133,123,97,88,122
addB_RBAM_010790,NC_009725.1,1055773,1059273,+,3501,341,864,493,437,581,672,933,1008,586,286,586
addA_RBAM_010800,NC_009725.1,1059257,1062964,+,3708,554,1125,666,552,585,618,1077,1048,706,400,673
sbcD_RBAM_010810,NC_009725.1,1063029,1064201,+,1173,13,48,22,16,23,27,67,70,13,10,42
yirY_RBAM_010820,NC_009725.1,1064198,1067590,+,3393,308,418,296,275,312,271,356,340,326,231,334
yisB_RBAM_010830,NC_009725.1,1067606,1067899,+,294,76,89,62,91,66,107,88,101,68,46,79
gerPF_RBAM_010840,NC_009725.1,1067943,1068161,-,219,20,26,29,46,49,71,106,102,70,15,75
gerPE_RBAM_010850,NC_009725.1,1068201,1068596,-,396,35,63,44,109,123,137,190,177,153,65,165
gerPD_RBAM_010860,NC_009725.1,1068596,1068772,-,177,11,23,17,55,55,56,58,64,65,30,59
gerPC_RBAM_010870,NC_009725.1,1068769,1069386,-,618,32,37,20,90,119,116,105,131,119,33,132
gerPB_RBAM_010880,NC_009725.1,1069422,1069658,-,237,8,29,15,12,26,26,43,72,42,29,46
gerPA_RBAM_010890,NC_009725.1,1069671,1069892,-,222,11,35,18,13,25,42,45,82,47,21,47
yisI_RBAM_010900,NC_009725.1,1070082,1070297,-,216,6,2,2,14,14,27,7,62,13,2,16
yisK_RBAM_010910,NC_009725.1,1070515,1071420,+,906,587,686,518,390,551,699,719,1505,583,183,541
yisL_RBAM_010920,NC_009725.1,1071514,1071870,+,357,719,544,577,528,616,1078,687,1339,523,91,542
RBAM_010930,NC_009725.1,1071867,1072100,-,234,0,0,0,0,0,0,2,16,1,0,0
yisN_RBAM_010940,NC_009725.1,1072136,1072726,-,591,4,1,1,4,4,2,3,2,3,6,3
asnO_RBAM_010950,NC_009725.1,1072854,1074695,+,1842,11,16,6,4,5,4,9,9,9,4,6
yisP_RBAM_010960,NC_009725.1,1074781,1075521,+,741,73,226,111,105,145,185,218,299,111,65,131
yisQ_RBAM_010970,NC_009725.1,1075557,1076924,-,1368,20,50,33,11,13,23,27,42,14,4,12
yisR_RBAM_010980,NC_009725.1,1077047,1077910,+,864,171,269,185,266,264,351,556,681,372,160,448
yisT_RBAM_010990,NC_009725.1,1078053,1078547,-,495,258,257,253,222,252,574,468,874,378,64,477
yisX_RBAM_011000,NC_009725.1,1078701,1079327,-,627,23,37,51,35,47,62,89,91,55,39,62
yitI_RBAM_011010,NC_009725.1,1079524,1079964,-,441,80,158,173,100,128,217,112,320,113,53,136
yitJ_RBAM_011020,NC_009725.1,1080047,1081888,-,1842,57,68,70,138,170,148,195,219,125,74,202
yitk_RBAM_011030,NC_009725.1,1082200,1082691,-,492,1492,2339,3603,1739,2277,4486,1987,4004,2502,1220,2761
yitL_RBAM_011040,NC_009725.1,1082839,1083687,+,849,386,557,539,419,555,838,718,1126,602,303,741
RBAM_011050,NC_009725.1,1083858,1084835,+,978,90,96,60,13,20,14,21,33,22,8,17
RBAM_011060,NC_009725.1,1084832,1086481,+,1650,213,248,136,54,74,78,117,177,107,32,98
cypC_RBAM_011070,NC_009725.1,1086614,1087864,+,1251,76,130,65,27,35,38,104,137,60,29,54
yitS_RBAM_011080,NC_009725.1,1088084,1088935,-,852,538,590,363,482,583,568,1024,1384,703,265,682
yitT_RBAM_011090,NC_009725.1,1089061,1089903,+,843,1952,3662,2600,2277,3166,3639,4007,4378,4349,1944,4439
ipi_RBAM_011100,NC_009725.1,1089918,1090379,+,462,2113,3289,2338,2594,3415,3640,3725,4295,3845,1844,4261
RBAM_011110,NC_009725.1,1090416,1090613,-,198,72,92,132,74,115,148,116,119,120,19,121
RBAM_011120,NC_009725.1,1090613,1090762,-,150,151,187,241,193,276,354,449,417,337,82,372
yitU_RBAM_011130,NC_009725.1,1090848,1091660,-,813,55,73,125,112,127,158,152,247,140,47,145
yitV_RBAM_011140,NC_009725.1,1091781,1092548,+,768,194,231,245,268,306,348,345,389,258,212,322
yitW_RBAM_011150,NC_009725.1,1092611,1092919,+,309,547,822,745,584,766,1822,1759,2715,1434,394,1687
fosB_RBAM_011160,NC_009725.1,1093028,1093471,-,444,151,92,332,104,141,455,140,448,141,30,179
yitY_RBAM_011170,NC_009725.1,1093793,1095229,+,1437,97,113,123,102,112,148,129,250,97,58,116
yitZ_RBAM_011180,NC_009725.1,1095226,1095768,+,543,13,11,8,11,12,10,24,45,8,3,15
argC_RBAM_011190,NC_009725.1,1095933,1096970,+,1038,3,3,0,2,1,2,5,5,3,1,6
argJ_RBAM_011200,NC_009725.1,1096993,1098210,+,1218,6,5,6,8,8,2,12,9,4,11,8
argB_RBAM_011210,NC_009725.1,1098225,1099001,+,777,15,24,41,12,11,27,23,28,15,9,27
argD_RBAM_011220,NC_009725.1,1098998,1100155,+,1158,4,4,4,1,4,6,4,12,8,0,5
carA_RBAM_011230,NC_009725.1,1100225,1101283,+,1059,1,0,0,1,1,1,2,2,2,0,1
carB_RBAM_011240,NC_009725.1,1101276,1104371,+,3096,2,2,3,2,1,5,7,6,3,2,3
argF_RBAM_011250,NC_009725.1,1104359,1105330,+,972,3,1,3,2,7,2,3,8,3,4,8
yjzC_RBAM_011260,NC_009725.1,1105406,1105585,+,180,0,1,1,1,1,3,0,1,0,0,3
yjzD_RBAM_011270,NC_009725.1,1105622,1105807,-,186,171,140,153,81,152,314,218,467,145,32,200
yjaU_RBAM_011280,NC_009725.1,1106068,1106802,+,735,0,3,0,2,3,2,1,4,2,0,2
yjaV_RBAM_011290,NC_009725.1,1106885,1107451,+,567,3,3,0,2,3,6,5,9,7,0,7
med_RBAM_011300,NC_009725.1,1107541,1108494,+,954,478,353,393,415,450,731,452,1089,516,281,643
comZ_RBAM_011310,NC_009725.1,1108507,1108698,+,192,228,84,158,178,203,284,168,350,183,59,217
yjzB_RBAM_011320,NC_009725.1,1108727,1108945,-,219,39,36,50,37,37,62,59,103,43,16,76
fabHA_RBAM_011330,NC_009725.1,1109112,1110050,+,939,584,445,258,478,554,407,649,901,687,338,730
fabF_RBAM_011340,NC_009725.1,1110073,1111311,+,1239,530,564,346,475,539,598,976,1028,661,189,670
yjaZ_RBAM_011350,NC_009725.1,1111395,1112180,+,786,12,5,5,4,8,8,7,19,9,12,12
appD_RBAM_011360,NC_009725.1,1112354,1113340,+,987,106,221,74,157,213,135,304,318,253,113,277
appF_RBAM_011370,NC_009725.1,1113337,1114326,+,990,73,135,54,99,118,85,191,196,138,62,111
appA_RBAM_011380,NC_009725.1,1114404,1116032,+,1629,1876,1683,1015,1805,1800,1416,2411,1874,2033,1512,2528
appB_RBAM_011390,NC_009725.1,1116099,1117049,+,951,77,114,58,88,110,91,213,288,113,69,101
appC_RBAM_011400,NC_009725.1,1117071,1117985,+,915,132,178,78,152,194,210,463,490,205,131,263
yjbA_RBAM_011410,NC_009725.1,1118133,1118885,+,753,12,15,8,36,41,20,24,37,24,28,18
trpS_RBAM_011420,NC_009725.1,1118918,1119910,-,993,379,446,384,428,475,482,678,640,643,208,690
oppA_RBAM_011430,NC_009725.1,1120654,1122288,+,1635,1885,2372,1411,2504,2978,2369,3310,3305,3170,1530,3848
oppB_RBAM_011440,NC_009725.1,1122395,1123330,+,936,29,13,13,76,74,75,117,133,82,6,109
oppC_RBAM_011450,NC_009725.1,1123334,1124251,+,918,88,140,66,144,168,153,338,338,174,81,222
oppD_RBAM_011460,NC_009725.1,1124264,1125340,+,1077,143,224,129,191,243,174,355,392,209,102,223
oppF_RBAM_011470,NC_009725.1,1125333,1126250,+,918,1074,1095,660,1574,1657,1712,2115,2017,1511,727,2140
RBAM_011480,NC_009725.1,1126357,1127553,+,1197,441,850,699,609,958,1488,1637,1765,1381,392,1493
yjbC_RBAM_011490,NC_009725.1,1127662,1128240,+,579,7720,11064,4479,5880,8833,5708,6977,5680,12235,3322,12368
spxA_RBAM_011500,NC_009725.1,1128419,1128814,+,396,9539,7218,5994,6527,7962,10520,7711,9752,8883,3736,10912
yjbE_RBAM_011510,NC_009725.1,1128872,1129528,-,657,13,39,36,34,41,43,42,49,27,7,46
mecA_RBAM_011520,NC_009725.1,1129804,1130460,+,657,11407,11504,8114,10598,11499,12240,11765,10663,12345,4718,14044
yjbF_RBAM_011530,NC_009725.1,1130611,1131771,+,1161,151,174,217,195,224,167,170,232,123,152,143
yjbG_RBAM_011540,NC_009725.1,1131999,1133828,+,1830,5527,5551,5867,6849,7755,7228,7813,6697,9116,4795,9492
RBAM_011550,NC_009725.1,1133866,1134033,-,168,3,2,2,6,3,13,13,40,13,0,10
yjbH_RBAM_011560,NC_009725.1,1134319,1135221,-,903,785,1323,1580,1093,1430,1971,1400,2079,1526,482,1678
yjbI_RBAM_011570,NC_009725.1,1135218,1135616,-,399,286,336,388,292,434,581,379,920,430,91,541
yjbJ_RBAM_011580,NC_009725.1,1135845,1136531,-,687,1697,1411,608,209,284,452,655,1179,478,94,545
yjbK_RBAM_011590,NC_009725.1,1136536,1137108,-,573,736,704,216,120,190,201,273,545,250,106,324
yjbL_RBAM_011600,NC_009725.1,1137233,1137598,+,366,77,84,189,38,75,149,55,249,70,42,88
yjbM_RBAM_011610,NC_009725.1,1137786,1138262,+,477,55,79,111,53,67,103,63,193,72,28,58
ppnK_RBAM_011620,NC_009725.1,1138280,1139080,+,801,162,295,233,205,225,265,390,521,226,108,252
yjbO_RBAM_011630,NC_009725.1,1139095,1139988,+,894,95,205,179,116,154,156,416,587,194,139,166
yjbP_RBAM_011640,NC_009725.1,1140022,1140771,-,750,123,106,180,121,130,205,109,223,133,147,169
yjbQ_RBAM_011650,NC_009725.1,1141000,1142844,+,1845,16,45,19,22,22,31,65,61,18,19,18
tenA_RBAM_011660,NC_009725.1,1143091,1143801,+,711,5,5,6,2,6,5,6,18,9,1,9
tenI_RBAM_011670,NC_009725.1,1143779,1144396,+,618,3,12,5,7,9,7,9,11,8,3,11
goxB_RBAM_011680,NC_009725.1,1144380,1145489,+,1110,4,4,2,10,16,6,12,14,8,7,13
thiS_RBAM_011690,NC_009725.1,1145486,1145689,+,204,1,0,3,3,1,5,2,11,4,7,5
thiG_RBAM_011700,NC_009725.1,1145692,1146456,+,765,9,12,4,5,9,16,13,20,5,6,10
thiF_RBAM_011710,NC_009725.1,1146453,1147463,+,1011,5,17,9,8,16,11,27,33,8,2,12
yjbV_RBAM_011720,NC_009725.1,1147486,1148298,+,813,15,30,20,39,30,31,56,65,22,13,34
fabI_RBAM_011730,NC_009725.1,1148429,1149205,+,777,1061,1673,1572,1374,1560,2242,2888,3122,2172,864,2291
yjbX_RBAM_011740,NC_009725.1,1149303,1149911,+,609,33,54,41,83,124,93,52,63,90,50,100
cotZ_RBAM_011750,NC_009725.1,1149970,1150413,-,444,47,38,36,52,63,54,42,64,38,111,56
cotY_RBAM_011760,NC_009725.1,1150559,1151041,-,483,11,22,23,12,18,26,18,31,29,23,16
cotX_RBAM_011770,NC_009725.1,1151192,1151692,-,501,74,66,77,39,79,70,75,74,92,66,130
cotW_RBAM_011780,NC_009725.1,1151784,1152095,-,312,97,94,175,37,116,65,44,38,179,160,134
cotV_RBAM_011790,NC_009725.1,1152133,1152519,-,387,96,55,100,56,100,89,74,65,110,48,122
yjcA_RBAM_011800,NC_009725.1,1152672,1153046,+,375,6,13,13,9,13,20,18,26,9,5,13
RBAM_011810,NC_009725.1,1153333,1153530,+,198,1,2,0,0,0,0,0,4,0,0,2
RBAM_011820,NC_009725.1,1153622,1153783,+,162,3,7,0,2,0,2,2,2,1,0,2
yjcC_RBAM_011830,NC_009725.1,1153866,1154204,+,339,1,2,0,0,3,3,7,4,3,2,2
yjcD_RBAM_011840,NC_009725.1,1154273,1156558,-,2286,39,38,44,44,36,47,40,93,38,19,44
RBAM_011850,NC_009725.1,1156679,1156933,+,255,986,849,265,716,959,681,1547,1417,919,389,1144
blm_RBAM_011860,NC_009725.1,1157002,1157751,+,750,118,140,103,179,254,306,455,638,348,64,289
RBAM_011870,NC_009725.1,1157792,1158514,-,723,67,99,76,116,122,135,201,186,108,45,137
RBAM_011880,NC_009725.1,1158507,1159244,-,738,47,63,67,41,60,83,109,185,57,45,65
RBAM_011890,NC_009725.1,1159245,1159478,-,234,21,23,19,7,20,24,16,57,20,7,23
yjcF_RBAM_011900,NC_009725.1,1159637,1160068,-,432,3060,3600,3340,5236,5404,4880,6274,4943,5386,4768,5739
yjcG_RBAM_011910,NC_009725.1,1160073,1160588,-,516,3793,4757,4667,5974,6272,6033,7175,6162,6364,5927,7305
ycjH_RBAM_011920,NC_009725.1,1160614,1161336,-,723,748,951,1104,617,847,1122,922,1813,991,730,1159
yjcI_RBAM_011930,NC_009725.1,1161706,1162827,+,1122,34,45,29,40,57,39,74,106,46,26,54
yjcJ_RBAM_011940,NC_009725.1,1162820,1163995,+,1176,64,115,44,114,111,116,187,206,98,60,109
RBAM_011960,NC_009725.1,1164792,1165289,-,498,1022,330,1881,748,773,1875,421,1291,641,383,843
yokI_RBAM_011970,NC_009725.1,1165318,1166676,-,1359,204,346,774,194,302,562,269,699,378,175,386
RBAM_011980,NC_009725.1,1166931,1167185,-,255,108,62,95,61,63,222,79,357,73,26,118
RBAM_011990,NC_009725.1,1167536,1168522,+,987,595,419,1551,747,995,2280,929,2544,1253,212,1379
RBAM_012000,NC_009725.1,1168606,1169361,+,756,6492,4969,11301,7947,9125,14765,8074,12469,10230,2578,10742
RBAM_012010,NC_009725.1,1170419,1170754,-,336,298,195,453,371,416,549,368,514,486,85,541
yqcG_RBAM_012020,NC_009725.1,1170776,1172614,-,1839,415,416,1064,517,740,762,452,927,735,351,785
RBAM_012030,NC_009725.1,1173175,1173723,+,549,176,144,458,117,173,460,137,470,206,106,208
RBAM_012040,NC_009725.1,1173772,1174002,+,231,29,12,117,28,55,91,24,71,38,6,34
RBAM_012050,NC_009725.1,1174045,1174218,+,174,81,62,264,66,101,196,69,193,98,47,127
RBAM_012060,NC_009725.1,1174249,1174947,+,699,320,233,857,193,258,655,202,523,284,84,284
RBAM_012070,NC_009725.1,1175652,1176014,+,363,15,16,7,5,11,21,12,18,8,5,19
penP_RBAM_012080,NC_009725.1,1176362,1177276,+,915,294,561,482,491,529,550,707,774,580,198,586
yjcS_RBAM_012090,NC_009725.1,1177377,1177679,+,303,170,88,90,150,208,278,185,328,178,59,227
yfjF_RBAM_012100,NC_009725.1,1177779,1179191,-,1413,3,5,6,6,4,11,3,11,3,3,9
RBAM_012110,NC_009725.1,1179334,1179807,-,474,185,144,309,198,222,404,325,524,289,73,359
ganA_RBAM_012120,NC_009725.1,1180093,1181205,-,1113,128,153,83,412,452,349,638,291,509,119,581
galT1_RBAM_012130,NC_009725.1,1181257,1182756,-,1500,27,35,29,77,60,55,101,75,81,29,83
galE1_RBAM_012140,NC_009725.1,1182758,1183750,-,993,43,41,38,116,142,126,158,163,136,70,143
galK1_RBAM_012150,NC_009725.1,1183754,1184923,-,1170,40,38,33,126,128,149,156,175,144,52,156
lacE_RBAM_012160,NC_009725.1,1184939,1186636,-,1698,29,36,24,76,121,120,183,182,143,46,138
lacF_RBAM_012170,NC_009725.1,1186648,1186962,-,315,33,39,23,76,86,91,118,94,125,27,113
lacG_RBAM_012180,NC_009725.1,1187026,1188426,-,1401,161,178,232,429,457,401,431,342,465,225,650
lacR_RBAM_012190,NC_009725.1,1188679,1189440,+,762,10,13,19,28,21,23,32,56,30,17,30
pgm_RBAM_012200,NC_009725.1,1189458,1190141,+,684,17,70,33,39,42,51,57,74,63,11,63
RBAM_012210,NC_009725.1,1190449,1191639,+,1191,1432,983,1408,746,964,2633,994,2789,1081,359,1388
RBAM_012220,NC_009725.1,1191882,1192214,-,333,74,66,110,36,47,144,67,155,63,26,91
RBAM_012230,NC_009725.1,1192317,1192952,+,636,11,24,2,5,13,1,19,11,10,5,18
yjfB_RBAM_012240,NC_009725.1,1193293,1193466,-,174,307,419,177,99,196,197,603,752,279,43,384
yjgA_RBAM_012250,NC_009725.1,1193510,1193911,-,402,11,20,3,13,11,15,16,10,10,2,11
yjgB_RBAM_012260,NC_009725.1,1194009,1194578,-,570,332,571,52,257,376,133,392,146,455,149,659
yjgC_RBAM_012270,NC_009725.1,1194670,1197660,+,2991,39,78,18,82,90,70,129,53,82,73,118
yjgD_RBAM_012280,NC_009725.1,1197653,1198195,+,543,35,31,30,54,40,49,93,60,41,60,85
yjiB_RBAM_012290,NC_009725.1,1198403,1199620,+,1218,592,789,654,291,362,253,364,302,396,261,375
yjiC_RBAM_012300,NC_009725.1,1199617,1200804,+,1188,752,1215,791,336,384,322,579,397,463,272,401
hemD_RBAM_012310,NC_009725.1,1201208,1202026,+,819,178,236,160,159,169,302,274,580,194,77,254
yjkA_RBAM_012320,NC_009725.1,1202052,1202813,-,762,44,79,67,58,64,69,105,149,60,24,78
yjkB_RBAM_012330,NC_009725.1,1202815,1203564,-,750,31,45,39,28,35,38,95,114,34,8,32
yjlA_RBAM_012340,NC_009725.1,1203579,1204562,-,984,49,109,53,103,80,132,176,249,84,34,110
yjlB_RBAM_012350,NC_009725.1,1204692,1205189,+,498,59,96,14,74,101,51,132,89,90,45,130
yjlC_RBAM_012360,NC_009725.1,1205576,1205992,+,417,1652,1967,3262,1203,1564,2213,1426,2557,1767,1051,1586
yjlD_RBAM_012370,NC_009725.1,1206032,1207210,+,1179,5270,7825,7261,6067,7486,8429,10041,9021,8584,3844,8103
uxaC_RBAM_012380,NC_009725.1,1207397,1208794,+,1398,3,6,0,0,3,2,12,10,3,1,8
yjmB_RBAM_012390,NC_009725.1,1208819,1210204,+,1386,6,3,4,4,5,4,3,3,7,7,4
exuR_RBAM_012400,NC_009725.1,1210281,1211279,+,999,2217,1321,1411,878,1066,1591,833,2041,1094,470,1495
uxaB_RBAM_012410,NC_009725.1,1211355,1212800,+,1446,58,95,79,87,82,89,171,115,110,43,87
uxaA_RBAM_012420,NC_009725.1,1212797,1214290,+,1494,150,193,140,167,186,167,289,216,172,271,241
yjnA_RBAM_012430,NC_009725.1,1214324,1215088,-,765,6,15,6,12,15,13,37,32,18,8,23
yjoA_RBAM_012440,NC_009725.1,1215233,1215700,-,468,3564,3676,3379,4280,5141,5744,6234,5320,6011,1636,6805
rapA_RBAM_012450,NC_009725.1,1215912,1217042,+,1131,15588,17917,14929,29941,35669,35397,40697,35383,40830,15365,47238
phrA_RBAM_012460,NC_009725.1,1217032,1217166,+,135,1317,1807,1606,3369,3976,3991,3940,3532,4318,1583,4820
xlyB_RBAM_012470,NC_009725.1,1217309,1218262,+,954,53,92,77,162,190,192,308,261,213,157,274
yjqA_RBAM_012480,NC_009725.1,1218300,1218677,-,378,199,240,193,243,281,358,671,591,431,186,470
yjqB_RBAM_012490,NC_009725.1,1218788,1219393,+,606,15,24,13,10,18,21,26,62,12,7,13
xkdA_RBAM_012500,NC_009725.1,1219512,1220102,-,591,116,86,61,77,83,106,146,130,107,31,124
xre_RBAM_012510,NC_009725.1,1220251,1220589,-,339,511,499,811,261,499,1559,732,2154,754,101,847
RBAM_012520,NC_009725.1,1220780,1220959,+,180,1,1,1,0,1,0,0,0,0,0,0
xkdB_RBAM_012530,NC_009725.1,1221133,1221777,+,645,3,3,2,0,0,0,0,1,1,0,0
xkdC_RBAM_012540,NC_009725.1,1221677,1222477,+,801,3,3,1,0,0,0,0,2,1,0,0
RBAM_012550,NC_009725.1,1222477,1222644,+,168,0,0,1,0,0,0,0,0,0,0,0
xkdD_RBAM_012560,NC_009725.1,1222742,1223083,+,342,4,3,5,1,3,4,3,3,0,1,3
xtrA_RBAM_012570,NC_009725.1,1223073,1223276,+,204,5,4,4,1,1,1,3,7,0,3,1
xpf_RBAM_012580,NC_009725.1,1223390,1223902,+,513,3,4,2,1,2,4,2,8,4,2,4
xtmA_RBAM_012590,NC_009725.1,1224015,1224248,+,234,10,6,2,0,1,1,1,0,0,0,2
yomR_RBAM_012600,NC_009725.1,1224264,1225112,+,849,32,14,9,3,2,5,5,7,5,1,4
yomQ_RBAM_012610,NC_009725.1,1225125,1225496,+,372,9,9,3,0,0,4,3,4,2,0,3
xkdX_RBAM_012620,NC_009725.1,1225501,1225698,+,198,3,1,1,0,0,4,0,0,0,0,1
xepA_RBAM_012630,NC_009725.1,1225755,1226516,+,762,18,24,9,1,1,4,2,4,3,1,3
xhlA_RBAM_012640,NC_009725.1,1226568,1226831,+,264,139,77,49,30,24,26,22,23,26,14,28
xhlB_RBAM_012650,NC_009725.1,1226845,1227108,+,264,167,79,69,40,39,38,36,27,46,42,36
xlyA_RBAM_012660,NC_009725.1,1227122,1228000,+,879,198,125,90,44,46,51,34,41,84,19,57
spoIISB_RBAM_012670,NC_009725.1,1228256,1228426,-,171,1705,1619,2298,1290,1580,3070,1824,2946,2056,947,2565
spoIISA_RBAM_012680,NC_009725.1,1228427,1229173,-,747,3480,4394,4298,3148,4142,6306,4346,5643,5045,2253,6003
pit_RBAM_012690,NC_009725.1,1229278,1230276,-,999,231,286,384,405,516,652,737,893,632,128,660
ykaA_RBAM_012700,NC_009725.1,1230289,1230906,-,618,769,840,1257,889,1317,1648,1141,1717,1802,248,1745
ykbA_RBAM_012710,NC_009725.1,1231192,1232508,-,1317,71,192,104,67,69,167,161,226,106,20,104
ykcA_RBAM_012720,NC_009725.1,1232831,1233781,+,951,29,85,53,63,91,114,144,209,74,31,105
ykcB_RBAM_012730,NC_009725.1,1233965,1236106,+,2142,11,20,12,10,9,8,17,15,7,8,6
ykcC_RBAM_012740,NC_009725.1,1236118,1237089,+,972,30,35,16,33,28,27,41,44,16,8,27
htrA_RBAM_012750,NC_009725.1,1237407,1238759,-,1353,1026,1318,1388,1015,1137,1484,1230,1529,1385,595,1529
yubD_RBAM_012760,NC_009725.1,1239044,1240603,+,1560,31,67,61,34,42,103,136,248,59,14,51
dppA_RBAM_012770,NC_009725.1,1240759,1241583,+,825,31,43,15,36,67,54,81,81,49,6,60
dppB_RBAM_012780,NC_009725.1,1241598,1242524,+,927,33,31,15,48,61,53,93,99,58,8,81
dppC_RBAM_012790,NC_009725.1,1242530,1243477,+,948,16,33,13,23,46,27,71,64,29,15,33
dppD_RBAM_012800,NC_009725.1,1243483,1244511,+,1029,9,22,13,14,18,11,49,34,22,8,20
dppE_RBAM_012810,NC_009725.1,1244508,1246127,+,1620,136,184,112,246,259,227,357,357,218,96,263
ykfA_RBAM_012820,NC_009725.1,1246215,1247150,+,936,10,10,14,17,13,14,34,27,24,6,18
ykfB_RBAM_012830,NC_009725.1,1247157,1248254,+,1098,32,46,26,45,48,52,152,149,79,26,84
ykfC_RBAM_012840,NC_009725.1,1248251,1249150,+,900,18,37,14,15,25,23,109,123,36,35,30
ykfD_RBAM_012850,NC_009725.1,1249154,1250125,+,972,42,69,20,45,61,40,157,161,69,38,58
ykgB_RBAM_012860,NC_009725.1,1250153,1251202,-,1050,630,963,569,1123,1253,991,1735,1257,1267,458,1553
ykgA_RBAM_012870,NC_009725.1,1251273,1252133,-,861,332,533,54,573,828,299,988,399,845,458,1367
ykhA_RBAM_012880,NC_009725.1,1252323,1252841,+,519,56,118,66,74,81,145,95,140,76,16,95
ykkB_RBAM_012890,NC_009725.1,1252941,1253486,+,546,82,277,117,120,178,261,432,499,222,69,217
ykkC_RBAM_012900,NC_009725.1,1253674,1254012,+,339,1,1,1,1,2,1,2,3,3,0,0
ykkD_RBAM_012910,NC_009725.1,1254012,1254326,+,315,0,2,1,2,0,1,1,4,4,0,0
purU_RBAM_012920,NC_009725.1,1254401,1255303,+,903,425,677,738,818,747,1097,1157,1698,742,382,938
proB_RBAM_012930,NC_009725.1,1255673,1256785,+,1113,58,127,56,51,88,60,199,192,111,88,107
proA_RBAM_012940,NC_009725.1,1256782,1258029,+,1248,216,227,71,177,200,133,324,221,224,72,253
ohrA_RBAM_012950,NC_009725.1,1258142,1258567,+,426,60,37,70,101,91,86,45,80,48,21,64
ohrR_RBAM_012960,NC_009725.1,1258595,1259104,-,510,256,481,695,175,235,652,298,902,280,140,358
ohrB_RBAM_012970,NC_009725.1,1259178,1259588,+,411,1952,2417,382,1257,1629,1136,2541,1222,2392,974,2978
RBAM_012980,NC_009725.1,1259729,1260313,+,585,23,52,3,69,70,52,80,30,78,46,117
RBAM_012990,NC_009725.1,1260335,1260796,+,462,10,21,7,29,35,13,18,4,19,22,37
RBAM_013000,NC_009725.1,1260801,1261928,+,1128,96,69,32,219,224,131,212,98,212,94,328
RBAM_013010,NC_009725.1,1261949,1263046,-,1098,11,36,15,26,39,52,140,141,61,12,98
RBAM_013020,NC_009725.1,1263318,1264502,-,1185,17,18,17,31,42,45,88,116,42,10,58
RBAM_013030,NC_009725.1,1264584,1265255,+,672,89,96,69,129,129,118,194,211,130,74,201
metE_RBAM_013040,NC_009725.1,1265303,1267591,-,2289,487,750,479,698,859,769,949,1039,913,716,1109
ispA_RBAM_013050,NC_009725.1,1267969,1268928,-,960,247,540,723,974,1263,1470,2566,3050,1575,801,1837
ykoB_RBAM_013060,NC_009725.1,1269148,1269981,+,834,213,274,436,116,155,413,184,504,151,98,201
ykoC_RBAM_013070,NC_009725.1,1270027,1270788,-,762,2,4,1,0,1,6,16,16,1,0,7
ykoD_RBAM_013080,NC_009725.1,1270763,1272400,-,1638,11,38,12,16,26,17,54,44,27,9,26
ykoE_RBAM_013090,NC_009725.1,1272387,1272986,-,600,0,3,0,1,1,1,10,9,1,0,2
ydhD_RBAM_013100,NC_009725.1,1273427,1274689,+,1263,12,16,20,7,17,23,20,27,13,10,21
ykzD_RBAM_013110,NC_009725.1,1274778,1274915,+,138,9,10,15,3,13,15,13,24,12,11,12
ykoK_RBAM_013120,NC_009725.1,1275422,1276777,+,1356,446,723,736,562,670,1247,715,1252,785,156,786
